Sample date,Weather,Location,Site Reference,Temperature,pH ,Conductivity,Dissolved Oxygen,Turburdity,Nitrite ,Nitrate ,Total Coliforms ,E-Coli,Faecal Streptococci,Ammonium as NH4 ,B.O.D ,C.O.D. ,Phosphate mg/l,Salinity (ppt)
2010/08/26,,Coombe Dingle,3,15.49,7.83,531.7,85.7,,,,58000,12000,,0.24,<2,,<0.10,0.26
2010/08/26,,Crow Lane,3a,15.74,7.69,522.8,80.7,,,,59000,11000,,0.3,2,,<0.10,0.25
2010/08/25,,Ashton vale,4,14,7.77,742.3,70.9,,,,31000,7600,,0.13,<2,,<0.10,0.37
2010/08/25,,Hartcliffe Way,5,15.29,7.74,833.4,81.7,,,,64000,9600,,0.15,<2,,<0.10,0.41
2010/08/25,,Briscoe's Avenue,5a,16.5,7.82,245.7,84,,,,120000,31000,,0.08,4,,<0.10,0.12
2010/08/25,,Manor Wood,6,16.07,7.87,589.7,84,,,,220000,37000,,0.15,2,,0.21,0.29
2010/08/25,,Cotswold Rd,7a,14.96,7.65,865.8,7.21,,,,86000,23000,,0.09,<2,,0.21,0.43
2010/08/25,,Brixham Road,7b,14.97,7.7,870.6,7.33,,,,43000,7800,,0.03,<2,,0.1,0.43
2010/08/25,,Allison Road,9,15.93,7.67,376.6,83.1,,,,260000,63000,,0.17,6,,<0.10,0.18
2010/08/25,,Cadogan Road,10,16.24,7.37,344.7,76.6,,,,380000,54000,,0.09,6,,<0.10,0.17
2010/08/25,,St Georges Park Lake,11,17.94,7.77,471.6,52.6,,,,2200,1400,,0.09,18,,<0.10,0.23
2010/08/26,,Dubbers Lane,12,15.55,7.42,888.7,71.3,,,,120000,4200,,5.3,4,,<0.10,0.44
2010/08/26,,Eastville Park Lake,13,17.41,7.45,433.3,25.7,,,,2200,1800,,1.17,11,,0.18,0.21
2010/08/26,,Lower Grove Road,13a,15.67,7.7,665,84,,,,23000,4000,,0.33,2,,0.15,0.33
2010/08/26,,Snuff Mills,14,15.17,7.78,500.2,90.7,,,,53000,10000,,0.5,4,,0.1,0.24
2010/08/26,,Wade Street,14a,15.4,7.59,509.1,63,,,,39000,8800,,0.39,2,,0.1,0.25
2010/08/26,,Mina Park ,15,15.86,7.8,711.5,84.8,,,,140000,22000,,0.39,3,,0.1,0.35
2010/08/25,,Conham Vale,16,17.17,7.88,698,74.3,,,,34000,6400,,0.17,3,,0.34,0.34
2010/09/22,,Trowbridge Road,2,15.15,7.75,900.1,50.8,,,,93000,7600,,1.2,<2,,0.084,0.45
2010/09/22,,Badocks Wood,2a,13.34,7.85,808.6,75.4,,,,7800,4200,,0.01,<2,,0.46,0.4
2010/09/22,,Coombe Dingle,3,12.77,7.74,853.5,83,,,,5200,1200,,0.02,<2,,0.23,0.42
2010/09/22,,Crow Lane,3a,13.45,7.65,1049.2,47.9,,,,21000,4800,,0.23,<2,,0.29,0.52
2010/09/20,,Ashton vale,4,13.76,7.77,1069,55.9,,,,260000,37000,,0.22,<2,,<0.10,0.53
2010/09/20,,Hartcliffe Way,5,14.13,7.67,800,73.3,,,,2000,400,,0.05,<2,,0.12,0.39
2010/09/20,,Briscoe's Avenue,5a,14.92,7.93,763.9,71.1,,,,680000,5400,,0.02,4,,0.18,0.38
2010/09/20,,Manor Wood,6,15.59,7.7,669.6,73.5,,,,23000,10000,,0.09,<2,,0.97,0.33
2010/09/20,,Cotswold Rd,7a,13.97,7.62,935,6.02,,,,42000,2600,,0.32,<2,,0.27,0.46
2010/09/20,,Brixham Road,7b,13.82,7.72,954.8,6.96,,,,2600,2600,,0.06,<2,,0.22,0.47
2010/09/20,,Allison Road,9,14.81,7.66,903,42.2,,,,700000,160000,,10.96,11,,1.46,0.45
2010/09/20,,Cadogan Road,10,15.69,7.69,849.4,43.2,,,,1400000,500000,,1.46,7,,0.66,0.42
2010/09/20,,St Georges Park Lake,11,15.87,7.91,475.8,77.4,,,,600,,,0.18,18,,<0.10,0.23
2010/09/22,,Dubbers Lane,12,13.93,7.72,1831.7,55.5,,,,12000,2600,,44.59,<2,,<0.10,0.94
2010/09/22,,Eastville Park Lake,13,16.26,7.73,464.7,46.6,,,,,,,0.55,5,,<0.10,0.22
2010/09/22,,Lower Grove Road,13a,14.69,7.7,816.6,53.7,,,,6800,2800,,2.2,<2,,0.54,0.4
2010/09/22,,Snuff Mills,14,13.3,8.1,836.5,82.5,,,,1400,400,,0.02,<2,,0.1,0.41
2010/09/22,,Wade Street,14a,14.31,7.77,858.8,62.9,,,,8200,800,,0.14,<2,,0.11,0.42
2010/09/22,,Mina Park ,15,14.37,8.09,1036.9,77.5,,,,37000,8600,,0.02,<2,,0.36,0.52
2010/09/20,,Conham Vale,16,15.33,7.97,771.5,73,,,,6600,2400,,0.37,<2,,0.31,0.38
2010/10/21,,Trowbridge Road,2,10.47,7.99,857.9,61.5,,,,56000,19000,,2.16,2.4,,0.61,0.42
2010/10/21,,Badocks Wood,2a,9.96,7.94,785.3,85.8,,,,5200,2400,,0.02,<2,,0.46,0.39
2010/10/21,,Coombe Dingle,3,7.21,7.9,773.8,102,,,,3400,1600,,0.03,<2,,0.22,0.38
2010/10/21,,Crow Lane,3a,6.6,7.68,1018,63.8,,,,4800,2200,,0.32,<2,,0.27,0.5
2010/10/20,,Ashton vale,4,7.61,7.57,1032.7,108.3,,,,37000,21000,,0.29,<2,,<0.10,0.51
2010/10/20,,Hartcliffe Way,5,8.83,7.8,761.3,80.6,,,,4600,2000,,0.13,<2,,0.13,0.37
2010/10/20,,Briscoe's Avenue,5a,8.5,8.05,712.8,76.5,,,,26000,10000,,0.03,<2,,<0.10,0.35
2010/10/20,,Manor Wood,6,11.16,7.89,730.9,79.2,,,,19000,4600,,0.3,<2,,0.84,0.36
2010/10/20,,Cotswold Rd,7a,8.96,7.68,809.3,8.54,,,,13000,2400,,0.01,<2,,0.12,0.4
2010/10/20,,Brixham Road,7b,8.77,7.8,822.7,8.7,,,,1100,4600,,0.01,<2,,<0.10,0.41
2010/10/20,,Allison Road,9,9.19,7.87,515.6,84.2,,,,19000,6000,,0.01,<2,,0.19,0.25
2010/10/20,,Cadogan Road,10,9.83,7.63,736.9,58.1,,,,480000,1600,,0.82,7.14,,0.32,0.36
2010/10/20,,St Georges Park Lake,11,10.65,7.63,515.7,31.7,,,,4000,400,,6.56,4.22,,<0.10,0.25
2010/10/21,,Dubbers Lane,12,11.4,7.79,1768.3,66.6,,,,12000,5600,,25,<2,,<0.10,0.9
2010/10/21,,Eastville Park Lake,13,7.17,7.64,510.7,31.4,,,,600,400,,0.06,4.76,,<0.10,0.25
2010/10/21,,Lower Grove Road,13a,11.79,7.77,773.6,59.6,,,,110000,37000,,0.015,4.88,,0.54,0.38
2010/10/21,,Snuff Mills,14,7.58,8.19,831.1,87.9,,,,1200,,,0.12,<2,,<0.10,0.41
2010/10/21,,Wade Street,14a,7.72,7.49,712,17.9,,,,3800,1600,,0.29,<2,,0.2,0.35
2010/10/21,,Mina Park ,15,10.89,8.19,956.2,83.8,,,,5200,2200,,0.15,<2,,0.39,0.47
2010/10/20,,Conham Vale,16,10.38,7.95,746.2,78.8,,,,6200,2200,,0.19,<2,,0.26,0.37
2010/11/25,,Trowbridge Road,2,8.9,8.39,897.3,76.7,,,,35000,11000,,0.49,2,,0.36,0.44
2010/11/25,,Badocks Wood,2a,7.68,7.98,812.2,81.2,,,,12000,2400,,0.08,2,,0.36,0.4
2010/11/25,,Coombe Dingle,3,5.46,6.61,909.7,89.8,,,,6200,1600,,0.05,2,,0.19,0.45
2010/11/25,,Crow Lane,3a,4.85,7.12,1054,72.3,,,,25000,5400,,0.23,2,,0.12,0.52
2010/11/24,,Ashton vale,4,6.56,7.25,855.7,100.8,,,,6600,2400,,0.29,3,,<0.10,0.42
2010/11/24,,Hartcliffe Way,5,7.48,8,721.6,85.7,,,,3000,1000,,0.13,<2,,<0.10,0.35
2010/11/24,,Briscoe's Avenue,5a,8.1,8.26,664.3,89.7,,,,42000,14000,,0.18,2,,<0.1,0.32
2010/11/24,,Manor Wood,6,9.13,8.08,718,85.5,,,,96000,26000,,0.12,3,,0.26,0.35
2010/11/24,,Cotswold Rd,7a,7.54,7.85,804.8,10.51,,,,3200,400,,0.12,<2,,<0.10,0.4
2010/11/24,,Brixham Road,7b,7.64,8,791,10.05,,,,3800,800,,0.09,<2,,0.11,0.39
2010/11/24,,Allison Road,9,6.91,8.47,746.7,90,,,,14000,5000,,0.31,2,,0.22,0.37
2010/11/24,,Cadogan Road,10,8.83,7.76,854.8,76.3,,,,19000,3400,,0.2,2,,0.22,0.42
2010/11/24,,St Georges Park Lake,11,6.17,7.6,492.3,58.2,,,,800,200,,5.88,9,,<0.10,0.24
2010/11/25,,Dubbers Lane,12,9.63,7.96,1681.8,69.2,,,,7800,2200,,24.63,2,,<0.10,0.5
2010/11/25,,Eastville Park Lake,13,3.95,7.51,549,30.7,,,,600,600,,0.19,2,,<0.10,0.26
2010/11/25,,Lower Grove Road,13a,9.63,8,770.8,77.2,,,,46000,9600,,0.64,2,,0.2,0.38
2010/11/25,,Snuff Mills,14,4.72,6.96,764.6,92.1,,,,200,,,0.08,2,,<0.10,0.37
2010/11/25,,Wade Street,14a,5.6,8.13,792.6,75.7,,,,3400,800,,0.13,<2,,0.11,0.39
2010/11/25,,Mina Park ,15,8.82,8.28,1002.6,85,,,,19000,4200,,0.24,<2,,0.29,0.5
2010/11/24,,Conham Vale,16,7.23,8.08,711.5,81.8,,,,4800,1400,,0.31,2,,0.11,0.35
2010/12/15,,Trowbridge Road,2,6.68,7.31,838.2,101,,,,16000,3800,,0.96,3,,0.51,0.47
2010/12/15,,Badocks Wood,2a,7.64,7.96,823.7,85.7,,,,3400,800,,0.12,2,,0.46,0.41
2010/12/15,,Coombe Dingle,3,4.74,6.91,1093.6,100.3,,,,6200,1400,,0.11,2,,0.18,0.54
2010/12/15,,Crow Lane,3a,7.6,7.96,954.4,67,,,,12000,2200,,0.29,2,,0.17,0.75
2010/12/16,,Ashton vale,4,5.76,7.54,980.5,83,,,,84000,32000,,0.1,4,,<0.10,0.48
2010/12/16,,Hartcliffe Way,5,5.21,7.97,924.6,91.1,,,,600,,,0.05,<2,,0.18,0.46
2010/12/16,,Briscoe's Avenue,5a,6.48,8.13,731.5,84.4,,,,27000,10000,,0.11,2,,0.15,0.36
2010/12/16,,Manor Wood,6,7.3,7.93,760.1,84.3,,,,19000,4200,,0.05,<2,,0.15,0.37
2010/12/16,,Cotswold Rd,7a,6.56,7.72,985.6,9.77,,,,17000,3600,,0.06,<2,,0.4,0.49
2010/12/16,,Brixham Road,7b,6.59,7.87,987.3,10.59,,,,3600,1400,,0.02,<2,,0.15,0.49
2010/12/16,,Allison Road,9,7.22,7.79,895,67.3,,,,37000,3800,,0.07,3,,0.39,0.4
2010/12/16,,Cadogan Road,10,7.22,7.79,895,67.3,,,,120000,25000,,0.07,2,,0.52,0.44
2010/12/16,,St Georges Park Lake,11,3.16,7.34,525.4,27.6,,,,200,,,1.26,8,,<0.10,0.25
2010/12/15,,Dubbers Lane,12,9.39,7.81,1813.8,71.4,,,,4000,1800,,27.48,<2,,<0.10,0.92
2010/12/15,,Eastville Park Lake,13,2.6,6.52,619.7,25.8,,,,,,,0.37,2,,<0.10,0.3
2010/12/15,,Lower Grove Road,13a,8.54,7.97,808.6,75.6,,,,5200,400,,0.65,2,,0.51,0.4
2010/12/15,,Snuff Mills,14,3.24,7.46,880.7,102.1,,,,800,,,0.02,2,,0.1,0.43
2010/12/15,,Wade Street,14a,3.85,8,920.5,90.7,,,,8200,2800,,0.15,2,,0.1,0.45
2010/12/15,,Mina Park ,15,7.82,8.18,1035,90.4,,,,16000,5400,,0.44,2,,0.47,0.51
2010/12/16,,Conham Vale,16,3.6,8.18,852.4,97.3,,,,4600,1200,,0.11,<2,,0.2,0.42
2011/01/19,,Trowbridge Road,2,7.32,7.72,787.6,94.8,,,,75000,27000,,0.21,,,0.1,0.39
2011/01/19,,Badocks Wood,2a,7.2,7.82,758.7,96.7,,,,23000,4200,,0.14,,,0.15,0.37
2011/01/19,,Coombe Dingle,3,6.36,5.83,819,100.6,,,,10000,1600,,0.04,,,<0.10,0.4
2011/01/19,,Crow Lane,3a,5.61,7.05,986.4,92.3,,,,31000,8600,,0.14,,,<0.10,0.49
2011/01/18,,Ashton vale,4,6.7,4.85,583,97.3,,,,7200,2200,,0.41,,,<0.10,0.28
2011/01/18,,Hartcliffe Way,5,7.35,7.88,573.2,100.3,,,,12000,2800,,0.15,,,0.13,0.28
2011/01/18,,Briscoe's Avenue,5a,7.19,7.98,502.7,100.4,,,,25000,2400,,0.05,,,<0.10,0.24
2011/01/18,,Manor Wood,6,7.81,7.77,597.2,97.7,,,,44000,9800,,0.08,,,<0.10,0.29
2011/01/18,,Cotswold Rd,7a,7.5,6.31,608.7,93.5,,,,18000,4200,,0.17,,,<0.10,0.3
2011/01/18,,Brixham Road,7b,7.47,7.56,604.4,95.2,,,,13000,3600,,0.14,,,0.1,0.29
2011/01/18,,Lynet Way,8,7.11,7.14,488.2,101.3,,,,16000,3600,,0.11,,,<0.10,0.24
2011/01/18,,Allison Road,9,7.16,7.22,540.5,100.6,,,,25000,5600,,0.09,,,0.26,0.26
2011/01/18,,Cadogan Road,10,8.2,7.47,708.4,87,,,,28000,7400,,0.25,,,<0.10,0.35
2011/01/18,,St Georges Park Lake,11,7.44,6.97,403.1,34.4,,,,400,400,,6.91,,,<0.10,0.19
2011/01/19,,Dubbers Lane,12,9.56,7.73,1309.7,86.8,,,,3600,600,,15.86,,,<0.10,0.66
2011/01/19,,Eastville Park Lake,13,4.34,7.19,411.1,36.3,,,,1200,200,,0.54,,,<0.10,0.2
2011/01/19,,Lower Grove Road,13a,9,7.84,655.5,92.7,,,,34000,7800,,0.38,,,<0.10,0.32
2011/01/19,,Snuff Mills,14,5.3,7.67,568.5,105.8,,,,4200,2200,,0.13,,,<0.10,0.28
2011/01/19,,Wade Street,14a,6.23,7.76,648.1,88.5,,,,7600,2600,,0.18,,,<0.10,0.32
2011/01/19,,Mina Park ,15,8.11,8,857.2,101,,,,79000,22000,,0.31,,,0.2,0.42
2011/01/18,,Conham Vale,16,7.8,7.29,463.2,96.3,,,,43000,13000,,0.35,,,<0.10,0.22
2011/01/18,,St Annes Ferry,17,7.84,7.78,466.3,97.2,,,,46000,9600,,0.36,,,0.14,0.23
2011/02/17,,Trowbridge Road,2,8,7.77,823.3,92.9,,,,52000,16000,,0.5,,,0.26,0.41
2011/02/17,,Badocks Wood,2a,8.31,7.89,761.8,98.7,,,,6400,1600,,0.09,,,<0.10,0.37
2011/02/17,,Coombe Dingle,3,7.33,4.3,865.6,98.6,,,,4200,1400,,,,,<0.10,0.43
2011/02/17,,Crow Lane,3a,6.74,5.91,1086.1,89.5,,,,17000,5800,,0.34,,,<0.10,0.54
2011/02/16,,Ashton vale,4,5.87,5.97,613,97.6,,,,9400,1200,,0.16,,,<0.10,0.3
2011/02/16,,Hartcliffe Way,5,6.38,7.49,621.4,94.2,,,,22000,5800,,0.37,,,<0.10,0.3
2011/02/16,,Briscoe's Avenue,5a,6.89,7.79,565.6,95,,,,89000,20000,,0.44,,,<0.10,0.27
2011/02/16,,Manor Wood,6,7.56,7.66,620.2,93.1,,,,220000,31000,,0.22,,,0.27,0.3
2011/02/16,,Cotswold Rd,7a,6.93,7.1,663,88.7,,,,19000,3200,,0.14,,,<0.10,0.32
2011/02/16,,Brixham Road,7b,7.07,7.33,659.5,92.3,,,,20000,4600,,0.19,,,<0.10,0.32
2011/02/16,,Lynet Way,8,7.11,7.51,547.4,98.5,,,,36000,5400,,0.19,,,<0.10,0.27
2011/02/16,,Allison Road,9,6.93,7.65,575.6,107.6,,,,54000,20000,,0.19,,,<0.10,0.28
2011/02/16,,Cadogan Road,10,8.23,7.68,726.4,85.1,,,,44000,11000,,0.16,,,<0.10,0.36
2011/02/16,,St Georges Park Lake,11,6.92,7.19,407,80.2,,,,200,200,,6.97,,,<0.10,0.2
2011/02/17,,Dubbers Lane,12,10.21,7.72,1463.4,79.1,,,,4600,400,,29.52,,,<0.10,0.74
2011/02/17,,Eastville Park Lake,13,6.01,7.66,461.5,82.5,,,,1200,800,,0.1,,,<0.10,0.22
2011/02/17,,Lower Grove Road,13a,9.07,7.97,643.4,89.6,,,,16000,2800,,0.07,,,<0.10,0.31
2011/02/17,,Snuff Mills,14,6.54,6.79,575.8,103.5,,,,30000,12000,,0.12,,,<0.10,0.28
2011/02/17,,Wade Street,14a,6.81,7.8,591.9,92.1,,,,38000,8200,,0.223,,,<0.10,0.29
2011/02/17,,Mina Park ,15,8.72,8.03,844,98,,,,12000,2600,,0.15,,,<0.10,0.42
2011/02/16,,Conham Vale,16,6.59,7.59,513,102.7,,,,27000,6800,,0.23,,,<0.10,0.25
2011/02/16,,St Annes Ferry,17,6.67,6.56,545.5,100.7,,,,23000,6800,,0.27,,,0.12,0.26
2011/03/24,,Trowbridge Road,2,9.45,7.28,791.4,67.3,,,,18000,2600,,0.5,,,0.63,0.39
2011/03/24,,Badocks Wood,2a,11.86,7.8,656.7,105.4,,,,,,,0.06,,,0.45,0.32
2011/03/24,,Doncaster Road,2b,10.22,7.32,784,88.2,,,,2400,,,0.57,,,0.8,0.39
2011/03/24,,Coombe Dingle,3,8.26,5.72,831.8,114.7,,,,2400,2200,,0.04,,,0.22,0.41
2011/03/24,,Crow Lane,3a,7.27,6.44,1151.7,84.1,,,,80000,4600,,0.36,,,0.19,0.57
2011/03/22,,Ashton vale,4,8.67,6.57,871.7,104.8,,,,38000,12000,,0.59,,,<0.10,0.43
2011/03/22,,Hartcliffe Way,5,9.11,7.42,716.5,106,,,,14000,4600,,0.95,,,<0.10,0.35
2011/03/22,,Briscoe's Avenue,5a,9.76,8.16,589.2,106.5,,,,200000,20000,,0.06,,,0.28,0.29
2011/03/22,,Manor Wood,6,9.23,7.76,658.2,92.3,,,,7400,1200,,0.28,,,0.46,0.32
2011/03/22,,Cotswold Rd,7a,9.32,7.48,776.7,105.6,,,,2000,400,,0.24,,,<0.10,0.38
2011/03/22,,Brixham Road,7b,9.64,7.8,781.8,100.2,,,,8800,4600,,0.26,,,0.14,0.39
2011/03/21,,Lynet Way,8,9.68,7.72,685.2,108.8,,,,22000,8000,,0.05,,,0.16,0.34
2011/03/21,,Allison Road,9,9.98,8.08,658.2,152.2,,,,19000,2400,,0.1,,,0.23,0.32
2011/03/21,,Cadogan Road,10,10.37,7.27,777.4,72.8,,,,100000,17000,,0.73,,,0.6,0.38
2011/03/21,,St Georges Park Lake,11,11.09,8.03,398.9,75.1,,,,,,,4.05,,,<0.10,0.19
2011/03/24,,Dubbers Lane,12,11.53,7.55,1652,80.8,,,,2800,,,42.8,,,<0.10,0.84
2011/03/24,,Eastville Park Lake,13,13.2,8.03,475,85.4,,,,400,,,0.07,,,<0.10,0.23
2011/03/24,,Lower Grove Road,13a,10.23,7.72,667,95.7,,,,140000,16000,,0.5,,,0.38,0.33
2011/03/24,,Snuff Mills,14,8.82,8.02,692,121.7,,,,,,,,,,<0.10,0.34
2011/03/24,,Wade Street,14a,11.24,8.24,717,155.7,,,,1000,200,,0.12,,,<0.10,0.35
2011/03/24,,Mina Park ,15,9.91,7.41,904,102.2,,,,5800,3800,,0.16,,,0.22,0.45
2011/03/21,,Conham Vale,16,9.43,7.89,441,93.6,,,,7000,1800,,0.23,,,0.21,0.31
2011/03/21,,St Annes Ferry,17,9.53,7.97,627.2,98.2,,,,6000,1200,,0.24,,,0.2,0.31
2011/04/12,,Trowbridge Road,2,9.26,7.85,797,93.6,,,,38000,10000,,0.35,,,0.46,0.39
2011/04/12,,Badocks Wood,2a,10.67,7.94,665.6,96.7,,,,1600,200,,0.07,,,0.48,0.33
2011/04/12,,Coombe Dingle,3,8.81,7.56,833.7,101.2,,,,1800,400,,0.07,,,0.21,0.41
2011/04/12,,Crow Lane,3a,8.42,7.44,1127,59.5,,,,76000,1200,,0.49,,,0.12,0.56
2011/04/12,,Ashton vale,4,8.22,6.25,929.9,86.1,,,,40000,24000,,0.43,,,<0.10,0.46
2011/04/11,,Hartcliffe Way,5,12.16,8.04,751.3,92.1,,,,17000,3000,,0.34,,,0.2,0.37
2011/04/11,,Briscoe's Avenue,5a,11.23,8.02,627.3,108.3,,,,18000,1000,,0.08,,,0.14,0.31
2011/04/11,,Manor Wood,6,11.55,7.9,714.2,79,,,,140000,5800,,1.58,,,0.53,0.35
2011/04/11,,Cotswold Rd,7a,12.05,7.85,823.9,104.8,,,,14000,5800,,0.3,,,0.16,0.41
2011/04/11,,Brixham Road,7b,12.01,8,827.8,100.9,,,,5400,2200,,0.05,,,0.17,0.41
2011/04/11,,Lynet Way,8,10.82,7.82,706.6,96.7,,,,10000,1800,,0.08,,,0.3,0.35
2011/04/11,,Allison Road,9,11.68,7.38,706.7,118.3,,,,180000,8400,,0.06,,,0.44,0.35
2011/04/11,,Cadogan Road,10,11.62,7.61,757.1,49.1,,,,300000,30000,,0.82,,,0.5,0.37
2011/04/11,,St Georges Park Lake,11,15.38,8.01,375.4,100.5,,,,200,,,1.38,,,0.69,0.18
2011/04/12,,Dubbers Lane,12,11.33,7.65,1671.2,61.5,,,,9000,2400,,46.92,,,<0.10,0.85
2011/04/12,,Eastville Park Lake,13,15.12,8.04,466.6,76.3,,,,200,,,0.09,,,<0.10,0.23
2011/04/12,,Lower Grove Road,13a,10.67,8.03,667,88,,,,6000,3000,,0.38,,,0.35,0.33
2011/04/12,,Snuff Mills,14,10.9,7.97,723.4,93.7,,,,400,,,0.08,,,<0.10,0.36
2011/04/12,,Wade Street,14a,12.72,8.04,743.4,99.3,,,,10000,3000,,0.3,,,0.15,0.37
2011/04/12,,Mina Park ,15,10.98,8,901,98.9,,,,10000,4000,,0.12,,,0.31,0.45
2011/04/11,,Conham Vale,16,13.4,7.51,467,103.9,,,,6600,800,,0.08,,,<0.10,0.29
2011/04/11,,St Annes Ferry,17,14.11,6.75,459.3,133.6,,,,2400,200,,0.08,,,0.1,0.22
2011/05/24,,Trowbridge Road,2,11.84,7.24,832,57.4,,,,540000,17000,,1.43,,,0.73,0.41
2011/05/24,,Badocks Wood,2a,11.05,7.3,776.7,68.4,,,,16000,5200,,0.27,,,0.31,0.38
2011/05/24,,Coombe Dingle,3,10.44,6.77,774.8,80,,,,11000,4200,,0.06,,,0.28,0.38
2011/05/24,,Crow Lane,3a,10.22,6.92,704.7,34.6,,,,17000,5400,,0.9,,,0.36,0.35
2011/05/25,,Ashton vale,4,9.74,6.41,1009.7,63.1,,,,160000,18000,,0.24,,,<0.10,0.5
2011/05/25,,Hartcliffe Way,5,13.4,7.74,740.2,52.7,,,,8000,1200,,1.23,,,<0.10,0.36
2011/05/25,,Briscoe's Avenue,5a,11.93,7.87,753.1,86.3,,,,20000,4000,,0.01,,,0.31,0.37
2011/05/25,,Manor Wood,6,12.61,7.73,706.1,64.4,,,,40000,5600,,0.58,,,0.89,0.35
2011/05/25,,Cotswold Rd,7a,11.11,7.4,823.3,51.8,,,,68000,32000,,3.31,,,0.34,0.41
2011/05/25,,Brixham Road,7b,11.28,7.62,815.7,67.3,,,,20000,3800,,1.01,,,0.18,0.4
2011/05/25,,Lynet Way,8,12.71,7.93,726.6,74.7,,,,42000,9000,,,,,0.63,0.36
2011/05/25,,Allison Road,9,,,,,,,,36000,5600,,0.02,,,0.43,
2011/05/25,,Cadogan Road,10,14.18,7.82,809.1,42.3,,,,100000,7600,,0.44,,,0.77,0.4
2011/05/25,,St Georges Park Lake,11,16.21,8.52,396.9,108.8,,,,200,200,,0.15,,,<0.10,0.19
2011/05/24,,Dubbers Lane,12,12.07,7.54,1651,59.1,,,,27000,2200,,24.22,,,<0.10,0.84
2011/05/24,,Eastville Park Lake,13,15.83,7.98,452,77.9,,,,1600,1200,,0.13,,,<0.10,0.22
2011/05/24,,Lower Grove Road,13a,12.94,7.81,713.5,66.2,,,,8200,3000,,0.09,,,0.39,0.35
2011/05/24,,Snuff Mills,14,11.76,7.92,740.7,81.7,,,,400,,,0.07,,,0.19,0.36
2011/05/24,,Wade Street,14a,13.55,7.68,779.2,123.4,,,,1200,200,,0.13,,,0.14,0.38
2011/05/24,,Mina Park ,15,12.04,7.6,0.873,76.1,,,,15000,5600,,0.13,,,0.48,0.43
2011/05/25,,St Annes Ferry,17,16.81,8.66,569.7,214.5,,,,1600,400,,0.03,,,<0.10,0.28
2011/06/14,,Trowbridge Road,2,14.18,7.42,750.6,87.1,,,,900000,240000,,0.33,,,<0.10,0.37
2011/06/14,,Badocks Wood,2a,13.07,7.44,751.3,89.4,,,,35000,5800,,0.13,,,<0.10,0.37
2011/06/14,,Coombe Dingle,3,12.52,7.27,790.1,99,,,,320000,48000,,0.01,,,0.13,0.39
2011/06/14,,Crow Lane,3a,12.53,7.25,951.2,86.6,,,,2400000,200000,,0.05,,,0.16,0.47
2011/06/15,,Ashton vale,4,13.3,6.91,897.5,61.2,,,,64000,10000,,0.23,,,<0.10,0.44
2011/06/15,,Hartcliffe Way,5,14.92,7.42,668.1,75.9,,,,4600,1400,,0.3,,,0.12,0.33
2011/06/15,,Briscoe's Avenue,5a,14.58,7.61,773,83.7,,,,35000,9800,,0.1,,,0.16,0.38
2011/06/15,,Manor Wood,6,14.27,7.28,708.2,84.9,,,,43000,7800,,0.17,,,0.61,0.35
2011/06/15,,Cotswold Rd,7a,14.5,7.07,678,63.4,,,,14000,3200,,0.1,,,0.22,0.33
2011/06/15,,Brixham Road,7b,14.5,7.16,693.1,62.6,,,,18000,4600,,0.2,,,0.19,0.34
2011/06/15,,Lynet Way,8,13.96,7.72,695.8,87.3,,,,42000,9400,,0.09,,,0.25,0.34
2011/06/15,,Allison Road,9,14.5,7.72,669.8,95.2,,,,12000,4200,,0.05,,,0.26,0.33
2011/06/15,,Cadogan Road,10,14.48,7.4,757.2,57.3,,,,33000,9200,,0.84,,,0.39,0.37
2011/06/15,,St Georges Park Lake,11,17.54,7.8,463.4,73.2,,,,3800,1600,,0.16,,,<0.10,0.22
2011/06/14,,Dubbers Lane,12,12.76,7.55,1393.6,73.4,,,,3200,1400,,24.22,,,<0.10,0.7
2011/06/14,,Eastville Park Lake,13,19.87,8.04,416.7,84.5,,,,600,400,,0.13,,,<0.10,0.2
2011/06/14,,Lower Grove Road,13a,13.9,7.69,669.3,93.6,,,,15000,3200,,0.09,,,0.11,0.33
2011/06/14,,Snuff Mills,14,13.57,7.92,515.8,98.7,,,,2400,1400,,0.07,,,<0.10,0.25
2011/06/14,,Wade Street,14a,15.36,7.79,513.5,84.1,,,,2800,2200,,0.13,,,<0.10,0.25
2011/06/14,,Mina Park ,15,12.92,7.69,0.83,93.9,,,,13000,2400,,0.13,,,0.15,0.41
2011/06/15,,St Annes Ferry,17,16.28,7.71,615.7,79.7,,,,9600,2600,,0.37,,,0.49,0.3
2011/07/21,,Trowbridge Road,2,15.68,7.36,665.8,88.5,,,,320000,53000,,0.54,,,0.3,0.33
2011/07/21,,Badocks Wood,2a,14.19,7.22,664.1,86.3,,,,29000,6400,,0.11,,,0.24,0.33
2011/07/21,,Coombe Dingle,3,13.75,6.53,481.1,90,,,,17000,5200,,0.07,,,0.17,0.23
2011/07/21,,Crow Lane,3a,13.82,6.79,675.1,66.7,,,,64000,12000,,0.29,,,0.12,0.33
2011/07/20,,Ashton vale,4,13.21,6.51,766.9,92.5,,,,84000,16000,,0.25,,,<0.10,0.38
2011/07/20,,Hartcliffe Way,5,14.86,7.63,499.9,99.7,,,,3400,400,,0.21,,,<0.10,0.24
2011/07/20,,Briscoe's Avenue,5a,14.27,7.76,718.1,115.3,,,,38000,7200,,0.11,,,0.2,0.35
